Planet Name,Planet Radius (Earth),Planet Mass (Earth),Orbital Distance (AU),Star Temperature (K),Habitability Label,Text Description
HAT-P-28 b,13.585308,202.45771,0.04337,5680.0,0,"HAT-P-28 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 13.59 Earth radii, a mass of 202.46 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5680 K."
HAT-P-28 b,13.585,198.953,0.0434,5680.0,0,"HAT-P-28 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 13.59 Earth radii, a mass of 198.95 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5680 K."
HAT-P-29 b,12.408,247.261,0.0667,6087.0,0,"HAT-P-29 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 12.41 Earth radii, a mass of 247.26 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 6087 K."
HAT-P-29 b,11.926376,243.77561,0.0665,6115.0,0,"HAT-P-29 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 11.93 Earth radii, a mass of 243.78 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 6115 K."
HAT-P-29 b,12.408363,214.85308,0.06669,6087.0,0,"HAT-P-29 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 12.41 Earth radii, a mass of 214.85 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 6087 K."
HAT-P-3 b,10.614923,185.61272,0.03842,5185.0,0,"HAT-P-3 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 10.61 Earth radii, a mass of 185.61 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5185 K."
HAT-P-3 b,10.076891,193.55847,0.03899,5185.0,0,"HAT-P-3 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 10.08 Earth radii, a mass of 193.56 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5185 K."
HAT-P-3 b,9.97601,190.38017,0.03894,5185.0,0,"HAT-P-3 b is a Neptune-sized planet with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 9.98 Earth radii, a mass of 190.38 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5185 K."
HAT-P-3 b,9.27,187.83,0.03866,5185.0,0,"HAT-P-3 b is a Neptune-sized planet with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 9.27 Earth radii, a mass of 187.83 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5185 K."
HAT-P-3 b,10.211399,189.10885,0.03878,5190.0,0,"HAT-P-3 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 10.21 Earth radii, a mass of 189.11 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5190 K."
HAT-P-3 b,10.076891,189.42668,0.03882,5185.0,0,"HAT-P-3 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 10.08 Earth radii, a mass of 189.43 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5185 K."
HAT-P-30 b,15.02006,237.10118,0.0419,6304.0,0,"HAT-P-30 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.02 Earth radii, a mass of 237.10 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6304 K."
HAT-P-30 b,15.02,225.968,0.0419,6304.0,0,"HAT-P-30 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.02 Earth radii, a mass of 225.97 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6304 K."
HAT-P-31 b,11.99363,682.38101,0.061,6070.0,0,"HAT-P-31 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 11.99 Earth radii, a mass of 682.38 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 6070 K."
HAT-P-31 b,11.99,689.98,0.055,6065.0,0,"HAT-P-31 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 11.99 Earth radii, a mass of 689.98 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 6065 K."
HAT-P-32 b,22.19382,216.1244,0.03397,6001.0,0,"HAT-P-32 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 22.19 Earth radii, a mass of 216.12 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 6001 K."
HAT-P-32 b,20.052901,238.3725,0.03427,6207.0,0,"HAT-P-32 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 20.05 Earth radii, a mass of 238.37 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 6207 K."
HAT-P-32 b,20.053,273.322,0.0343,6207.0,0,"HAT-P-32 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 20.05 Earth radii, a mass of 273.32 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 6207 K."
HAT-P-33 b,18.898374,209.7678,0.04995,6446.0,0,"HAT-P-33 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 18.90 Earth radii, a mass of 209.77 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6446 K."
HAT-P-33 b,18.898,242.176,0.0499,6446.0,0,"HAT-P-33 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 18.90 Earth radii, a mass of 242.18 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6446 K."
HAT-P-34 b,13.417,1057.694,0.0677,6442.0,0,"HAT-P-34 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 13.42 Earth radii, a mass of 1057.69 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 6442 K."
HAT-P-34 b,13.417173,1058.3739,0.06774,6442.0,0,"HAT-P-34 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 13.42 Earth radii, a mass of 1058.37 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 6442 K."
HAT-P-35 b,14.930388,335.62848,0.04978,6096.0,0,"HAT-P-35 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.93 Earth radii, a mass of 335.63 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6096 K."
HAT-P-35 b,14.93,334.979,0.0498,6096.0,0,"HAT-P-35 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.93 Earth radii, a mass of 334.98 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6096 K."
HAT-P-36 b,14.168,582.24,0.0238,5560.0,0,"HAT-P-36 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.17 Earth radii, a mass of 582.24 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5560 K."
HAT-P-36 b,14.313893,587.413406,0.0241,5620.0,0,"HAT-P-36 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.31 Earth radii, a mass of 587.41 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5620 K."
HAT-P-36 b,15.210613,611.82275,0.02402,5560.0,0,"HAT-P-36 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.21 Earth radii, a mass of 611.82 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5560 K."
HAT-P-36 b,14.616536,588.62116,0.02388,5620.0,0,"HAT-P-36 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.62 Earth radii, a mass of 588.62 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5620 K."
HAT-P-36 b,14.168176,587.9855,0.02382,5560.0,0,"HAT-P-36 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.17 Earth radii, a mass of 587.99 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5560 K."
HAT-P-37 b,13.204,371.528,0.0379,5500.0,0,"HAT-P-37 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 13.20 Earth radii, a mass of 371.53 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5500 K."
HAT-P-37 b,13.204202,381.396,0.03793,5500.0,0,"HAT-P-37 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 13.20 Earth radii, a mass of 381.40 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5500 K."
HAT-P-38 b,9.247425,84.86061,0.05231,5330.0,0,"HAT-P-38 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 9.25 Earth radii, a mass of 84.86 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5330 K."
HAT-P-38 b,9.247,84.857,0.0523,5330.0,0,"HAT-P-38 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 9.25 Earth radii, a mass of 84.86 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5330 K."
HAT-P-39 b,17.609,190.372,0.0509,6430.0,0,"HAT-P-39 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 17.61 Earth radii, a mass of 190.37 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6430 K."
HAT-P-39 b,17.609339,180.84527,0.05095,6430.0,0,"HAT-P-39 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 17.61 Earth radii, a mass of 180.85 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6430 K."
HAT-P-4 b,14.986433,216.1244,0.04465,5860.0,0,"HAT-P-4 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.99 Earth radii, a mass of 216.12 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5860 K."
HAT-P-4 b,14.280266,206.90733,0.04449,5860.0,0,"HAT-P-4 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.28 Earth radii, a mass of 206.91 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5860 K."
HAT-P-4 b,14.23543,216.1244,0.0446,5860.0,0,"HAT-P-4 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.24 Earth radii, a mass of 216.12 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5860 K."
